fpl_hostname,fpl_letter,fpl_name,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_rade,fpl_dens,fpl_eqt
HD 5891,b,HD 5891 b,177.11,0.64,0.07,2425.0429,12.6,6.66,
HD 59686 A,b,HD 59686 A b,299.36,1.086,0.05,2199.3836,12.7,5.9,
HD 60532,b,HD 60532 b,201.9,0.77,0.26,336.8998,13.8,0.704,
HD 60532,c,HD 60532 c,600.1,1.6,0.03,797.7533,13.3,1.86,
HD 62509,b,HD 62509 b,589.64,1.64,0.02,731,13.3,1.71,
HD 63454,b,HD 63454 b,2.81805,0.04,0,79.4575,12.31,0.234,
HD 63765,b,HD 63765 b,358,0.94,0.24,168.4499,14.2,0.323,
HD 6434,b,HD 6434 b,21.998,0.14,0.17,155.7367,14.2,0.299,
HD 65216,b,HD 65216 b,577.6,1.301,0.27,411.58985,13.6,0.899,
HD 65216,c,HD 65216 c,5370,5.75,0.17,645.1949,13.4,1.47,
HD 66141,b,HD 66141 b,480.5,1.2,0.07,1906.9,12.8,5,
HD 66428,b,HD 66428 b,1973,3.14,0.47,839.0712,13.2,2,
